tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,rejected task,allocate area 0 member
54400,1193,18,1.3164370270840695,3.121746979011337,1.4229485674563969,6.072438996698124,104,396,100,51,17548,0,1,4186
54500,1180,31,1.3314255472391674,3.138703862490195,1.348443014360958,6.061726143168394,113,387,112,77,17719,0,1,4132
54600,1152,24,1.3419454935692983,3.157539359920818,1.2784137331551977,5.999869877248963,104,396,103,60,17135,0,5,4014
54700,1178,22,1.3313796878526098,3.1924241584453523,1.4694877558241084,6.213117841189248,112,388,112,79,17574,0,1,4147
54800,1178,15,1.3254608127626206,3.190080445334127,1.468693957677064,6.230201689010985,104,396,102,58,17400,0,2,4130
54900,1216,28,1.3323518149259916,3.1597891832115534,1.3847461132362398,6.136063376388377,108,392,108,65,18090,0,3,4242
55000,1199,17,1.328894853157826,3.120516354588871,1.4937361446056405,6.175936042780889,106,394,104,59,17715,0,11,4211
55100,1159,18,1.344711334500555,3.1804444284302917,1.4168365287647817,6.157790234682609,106,394,105,71,17421,0,3,4117
55200,1231,23,1.3277549738511119,3.1653145065877366,1.5665211384432982,6.334564456292403,107,393,106,62,17727,0,8,4160
55300,1196,17,1.3479599289893005,3.153500543750289,1.5172713996856928,6.234995738651816,111,389,110,65,18270,0,4,4348
55400,1177,15,1.307146311189845,3.137998688567278,1.3744884727040574,6.034019437775041,98,402,97,51,17302,0,3,4084
55500,1198,12,1.3287329542694815,3.191871950233337,1.6720442786014351,6.428557116107761,111,389,110,83,18064,0,7,4267
55600,1226,23,1.316637194967546,3.1977016399625287,1.8976045723743011,6.624065865721974,104,396,102,64,18031,0,7,4258
55700,1158,21,1.3359358630915514,3.146548938687477,1.2033983032891828,5.950775092380882,106,394,104,55,16881,0,0,3939
55800,1104,20,1.3558768321079615,3.177681356359445,1.3442796087014137,6.071000237805315,106,394,105,64,16960,0,3,3981
55900,1120,22,1.326277917865516,3.1340171827243695,1.1557703183764034,5.871573371158256,104,396,103,62,16660,0,2,3914
56000,1240,22,1.3068153120109995,3.150101664483893,1.6857546542590405,6.295830633017304,113,387,112,67,18672,0,5,4409
