tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,allocate area 0 member,allocate area 1 member,allocate area 2 member,allocate area 3 member
23700,63,0,1.6837438990021596,1.5185833333333332,5.872916666666665,6.758666666666667,45,84,32,124,5,125
23800,46,1,1.7132465246797595,1.6863333333333332,4.206333333333333,5.808666666666665,45,84,25,79,0,93
23900,61,1,1.6739816083184818,1.7492698412698413,4.369309523809523,6.652682539682538,47,82,25,112,2,116
24000,65,3,1.7347868852507942,1.5415238095238095,4.6155,6.5248809523809514,46,83,33,113,5,129
24100,71,0,1.6664461185437016,1.2205173160173162,4.51273088023088,6.467368326118326,47,82,29,139,1,139
24200,73,0,1.6859289420294246,1.2067976190476188,4.455353174603176,6.373214285714286,47,82,34,130,3,152
24300,63,0,1.6538077738171315,1.2842142857142858,4.08197619047619,6.2721785714285705,45,84,26,119,0,133
24400,56,3,1.6983026119608695,1.6713095238095237,4.409714285714284,6.708047619047618,46,83,31,107,3,107
24500,51,0,1.6811981385338797,1.7439047619047618,4.440666666666667,6.511309523809522,46,83,33,93,0,99
24600,67,2,1.707320947121776,1.4659285714285715,5.294297619047617,6.483071428571427,47,82,28,132,1,142
24700,68,0,1.6821188664851332,1.4610238095238097,4.677341269841271,6.698968253968253,47,82,29,139,0,144
24800,55,1,1.6621690252646073,1.5597857142857148,4.966404761904763,6.7308809523809545,46,83,21,105,0,131
24900,33,1,1.6133502381233655,1.4260000000000002,3.6823333333333337,4.5406666666666675,44,85,9,74,0,56
25000,44,2,1.6818889160918653,1.4444761904761905,4.8849285714285715,5.508047619047619,45,84,16,88,0,97
25100,33,3,1.6934557680320905,1.4316666666666666,5.56,4.76,44,85,8,66,1,60
25200,40,1,1.6805256420343182,1.8223333333333331,6.403833333333333,5.8755,46,83,15,92,1,77
25300,43,0,1.6316697046083584,1.5776666666666666,4.660166666666666,5.763833333333333,45,84,15,74,0,91
25400,46,2,1.6316314407777675,1.673190476190476,3.9095952380952377,5.753523809523809,47,82,16,94,0,110
25500,54,6,1.6744397822114183,1.7570000000000006,5.3772142857142855,6.670642857142857,47,82,18,99,1,122
25600,54,1,1.7258791525581112,1.7208809523809523,5.239761904761906,6.942190476190475,45,84,17,106,2,112
25700,46,0,1.6896247982940167,1.6559999999999997,5.137833333333334,5.907583333333332,46,83,8,87,0,104
