Agent ID,Area ID,x,y,Resource: 1,Resource: 2,Resource: 3,Resouce Average,Leader Evaluation,Member Evaluation,Allocated Subtasks,Refused Subtasks,Member Count,Leader Count
314,0,19,33,3,2,2,2.3333333333333335,0.13937954014100223,0.297277030190454,17589,254,133075,16926
74,0,48,23,1,3,3,2.3333333333333335,0.13651244141902535,0.9628092225262516,9438,86,116300,33701
49,0,32,10,5,2,2,3.0,0.16482788353304462,0.7808830475813205,22529,290,143624,6377
285,0,3,26,1,4,2,2.3333333333333335,0.12709637028060758,0.684535002439588,16388,205,137699,12302
8,0,5,24,1,4,3,2.6666666666666665,0.26722063009002767,0.0743926274207114,10575,132,113531,36470
424,0,49,1,2,2,4,2.6666666666666665,0.09708726928683564,0.09908231579738842,6662,41,76853,73148
221,0,11,37,2,4,3,3.0,0.2888507338664255,0.09390079047517606,10165,215,93171,56830
299,0,43,6,1,5,2,2.6666666666666665,0.26821725374946126,0.7728473673886918,5578,37,95146,54855
152,0,43,18,5,4,1,3.3333333333333335,0.11634267445587698,0.9203056712074307,9856,110,108390,41611
163,0,6,17,2,5,1,2.6666666666666665,0.18430240806717652,0.18686061954502017,13241,162,134100,15901
430,0,29,18,5,2,5,4.0,0.23941796926749714,0.43978652482185915,28544,507,140628,9373
109,0,29,22,2,3,1,2.0,0.11049125835598779,0.2318327620238054,14705,193,131964,18037
110,0,17,48,4,2,1,2.3333333333333335,0.1334762055338261,0.16188064435662808,9665,160,110817,39184
361,0,42,0,1,3,2,2.0,0.14056129028851955,0.4515791087683788,13009,121,136576,13425
247,0,1,20,2,5,2,3.0,0.17156261711501472,0.879901518119233,21016,258,140398,9603
206,0,28,44,1,2,4,2.3333333333333335,0.18675318578832537,0.5936481111234819,14046,173,132382,17619
54,0,30,7,1,5,4,3.3333333333333335,0.21863271960646646,0.6287157258069062,12072,189,110014,39987
94,0,32,13,2,4,5,3.6666666666666665,0.2562343814606821,0.23228965239933833,23152,422,128516,21485
298,0,35,44,3,4,3,3.3333333333333335,0.21081359812334988,0.6357569930924177,31041,451,149144,857
196,0,25,25,3,1,3,2.3333333333333335,0.33727223018199326,0.08574506429574094,7057,138,93510,56491
100,0,24,31,4,1,3,2.6666666666666665,0.3196253603268514,0.15556785514849616,7359,93,87829,62172
273,0,8,9,1,4,2,2.3333333333333335,0.12269632163260158,0.12434342037909775,11862,146,118693,31308
470,0,29,47,5,2,5,4.0,0.11659948137234988,0.22217017325509694,29711,569,139184,10817
